"time","BANE.CLOSE","SIBN.CLOSE","LKOH.CLOSE","ROSN.CLOSE","SNGS.CLOSE","TATN.CLOSE","IMOEX.CLOSE","MOEXOG.CLOSE"
2012-04-26,1579.9,137.12,1756,205.75,28.2,178.1,1452,3067.14
2012-04-27,1635,142,1791.7,208.86,28.68,179.37,1470,3120.9
2012-04-28,1630.5,140.76,1794.3,210.28,28.855,180.77,1474.14,3128.97
2012-05-02,1599,138.5,1771.8,208.91,28.241,181,1448.15,3049.33
2012-05-03,1610,138.35,1775.4,207.39,28.216,179.1,1439.97,3034.27
2012-05-04,1590,133,1720,199.85,26.965,171.11,1390.73,2924.99
2012-05-05,1580.1,131.76,1712.2,197.75,26.673,170.29,1386.07,2915.49
2012-05-07,1598.9,130,1716.4,198.88,26.825,179.2,1388.64,2934.11
2012-05-08,1586.7,134.02,1705,193.63,26.954,173.76,1385.8,2912.48
2012-05-10,1575,133.39,1745,198.8,27.969,170.5,1404.67,2961.76
2012-05-11,1570,134.01,1735,203.01,27.764,171.4,1384.62,2943.91
2012-05-12,1585,135.55,1687,203.39,27.42,171.31,1386.81,2929.67
2012-05-14,1571,130.1,1643,199.32,26.537,163.99,1334.85,2833.06
2012-05-15,1589.9,131.94,1688.9,200.71,25.88,163.76,1338.43,2826.06
2012-05-16,1495,131.51,1657,203.17,25.981,158.64,1331.01,2795.94
2012-05-17,1475,130.39,1590.8,200.17,25.317,150.78,1278.47,2707.54
2012-05-18,1490,130,1593.7,197.2,24.789,149.42,1269.18,2684.83
2012-05-21,1567.2,131.99,1640,195.04,25.35,158,1298.47,2722.63
2012-05-22,1595,131.84,1629,198.3,25.23,155.17,1297.7,2742.13
2012-05-23,1550,126.18,1601,193.39,24.451,151.95,1263.64,2650.96
2012-05-24,1578.1,128.94,1645.8,197.18,25.355,160.02,1279.83,2726.49
2012-05-25,1629.9,130.5,1639.4,192.4,25.384,163.19,1281.24,2727.35
2012-05-28,1625,130.66,1667,192.75,25.609,164.7,1291.48,2748.41
2012-05-29,1610,132.4,1724.9,199.8,26.19,173,1322.99,2811.58
2012-05-30,1580,131.45,1702.6,203.2,25.352,168.75,1313.37,2773.42
2012-05-31,1580,131.81,1720,208.57,24.82,165.79,1312.24,2767.94
2012-06-01,1565,128.29,1741.9,206.45,24.77,161.89,1299.5,2749.35
2012-06-04,1620,128.5,1733,203.11,25.49,169.39,1310.21,2778.86
2012-06-05,1645,128.61,1714.8,196.4,25.23,167.01,1295.82,2746.77
2012-06-06,1730,131.35,1730.5,199.41,25.065,169.66,1310.53,2774.33
2012-06-07,1735,132.22,1709,199.75,25.18,175.85,1333.08,2821.25
2012-06-08,1720,137.36,1711.7,197.5,25.571,176.46,1336.25,2830.11
2012-06-09,1719.9,136.41,1710.2,198.71,26.009,179.22,1338.29,2845.77
2012-06-13,1718.9,140,1708.3,198.59,26.102,179.7,1342.71,2854.93
2012-06-14,1725,140.65,1714,197.14,26.022,177.13,1348.2,2859.82
2012-06-15,1635,145.43,1737,200.78,26.743,184.86,1375.41,2921.9
2012-06-18,1600.2,143.39,1749.1,201.4,27.277,186.28,1385.95,2931.68
2012-06-19,1600,142.2,1746.3,200.77,27.572,184.9,1391.45,2924.71
2012-06-20,1580.1,141.05,1746.2,201.31,27.259,185.79,1373.45,2911.16
2012-06-21,1578,142.01,1737,207.4,26.7,182.89,1352.59,2888.79
2012-06-22,1571.3,140.71,1715,204.48,26.056,176.16,1349.59,2850.42
2012-06-25,1560,143.02,1706.8,200.89,25.55,170.7,1331.15,2810.51
2012-06-26,1557,146,1733.9,199.56,25.676,171.51,1344.69,2831.76
2012-06-27,1549.9,145,1773.1,202.8,26.155,178.39,1366.43,2876.84
2012-06-28,1517.8,145.21,1767.7,202.62,25.539,171.75,1343.34,2824.38
2012-06-29,1548,147.62,1801.7,204.32,26.748,180.2,1386.89,2920.25
2012-07-02,1565,150,1805,204.26,27.251,183,1408.16,2953.78
2012-07-03,1577.7,151.01,1831.7,211.7,28.071,188.7,1437.44,3025.88
2012-07-04,1575,151.02,1840,212.3,28.507,193.6,1444.37,3045.21
2012-07-05,1574.4,151.67,1838.5,211.74,28.372,198.67,1435.42,3042.65
2012-07-06,1555,151.72,1825.4,207.3,27.895,194.65,1415.8,2996.35
2012-07-09,1545.5,151.7,1829.8,207.9,28,192.71,1413.81,2990.48
2012-07-10,1546.8,151.4,1823.8,207.47,27.714,192.01,1415.78,2987.86
2012-07-11,1520,150.51,1803.1,204.49,27.027,186.83,1405.46,2946.18
2012-07-12,1545,154.8,1803,203.88,26.341,185.68,1399.07,2934.56
2012-07-13,1597,152.19,1818,205.73,27.221,190.15,1417.1,2996.65
2012-07-16,1643,152.43,1841,207,27.227,186.9,1422.21,3016.56
2012-07-17,1623.6,154.9,1855.4,208.84,27.331,190.3,1432.59,3035.76
2012-07-18,1602.2,155.1,1835,208.31,27.35,193,1427.99,3032.55
2012-07-19,1603.9,155.27,1820,208.45,27.43,197.21,1433.16,3051.44
2012-07-20,1587.9,153.05,1804.9,205.15,27.167,191.71,1415.69,3006.68
2012-07-23,1533.5,150.1,1801.6,198.25,26.194,184.17,1376.52,2921.45
2012-07-24,1545.2,148.5,1781,197.53,25.93,185.15,1360.92,2910.42
2012-07-25,1570,147.23,1774.8,192.48,25.769,186.77,1370.47,2897.29
2012-07-26,1593.7,150.21,1789.9,196.59,25.919,193.48,1384.88,2933.41
2012-07-27,1624.4,154.45,1816.6,197.64,26.69,200.05,1415.1,2980.29
2012-07-30,1623.1,157.25,1834.8,202.1,27.173,201.97,1427.7,3031.24
2012-07-31,1625,154.72,1828,195.5,27.207,197.4,1406.36,2987.96
2012-08-01,1640,152.34,1836.8,198,27.577,198.31,1409.69,3002.56
2012-08-02,1630,150.36,1820,193.01,27.45,196.22,1394.11,2964.63
2012-08-03,1665,154.68,1831.5,193.69,27.894,201.62,1421.99,3010.59
2012-08-06,1677,153.81,1847,196,28.223,203.6,1437.3,3049.18
2012-08-07,1684.8,154.5,1873.4,200.1,28.35,204.54,1449.86,3079.76
2012-08-08,1660,154.94,1875,202.13,28.301,202.52,1450.96,3075.8
2012-08-09,1668,155.93,1877,202.3,28.82,202.53,1455.95,3096.03
2012-08-10,1660,155.67,1859.3,200.33,28.799,200.9,1445.04,3069.87
2012-08-13,1662.7,155.13,1882,203.05,28.681,200.31,1451.98,3093.77
2012-08-14,1665.6,155.26,1889,204.43,28.749,204.26,1461.65,3120.29
2012-08-15,1664.7,151.7,1866,200.3,28.569,203.17,1451.38,3093.16
2012-08-16,1662.9,151.34,1866.2,201.69,28.58,200.51,1454.53,3095.45
2012-08-17,1656.8,148.55,1871.9,200.98,28.3,201.48,1448.27,3080.76
2012-08-20,1644.9,148.86,1856.1,198.8,28.054,199.58,1432.58,3047.87
2012-08-21,1614.8,151.99,1875,202,28.4,204.03,1447.41,3107.37
2012-08-22,1597.9,149.54,1871.2,199.95,28.399,203.66,1450.19,3098.74
2012-08-23,1589.9,150.1,1883.6,200.52,28.403,203.33,1449.2,3109.42
2012-08-24,1604.9,149.77,1885,200.19,28.5,203.19,1453.69,3113.56
2012-08-27,1604.9,148.07,1883,200.23,28.25,202.34,1448.08,3102.96
2012-08-28,1620.2,149,1881,198.86,28.178,201.91,1451.15,3104.19
2012-08-29,1610,148.05,1872,196.94,27.986,200.25,1440.21,3077.88
2012-08-30,1605,149,1872.8,196.55,27.908,199.17,1432.59,3072.84
2012-08-31,1646.1,151.24,1837.4,192.8,27.881,195.77,1422.38,3062.91
2012-09-03,1692,152.47,1858.6,197.13,28.236,196.7,1440.7,3096.15
2012-09-04,1745,152.41,1873.9,197.3,28.22,197.22,1437.93,3102.16
2012-09-05,1770,152.05,1861.6,194.73,27.739,194.01,1421.99,3069.33
2012-09-06,1870,153.89,1891.1,199.3,28.391,201.01,1456.04,3144.86
2012-09-07,1860,155.88,1926,200.67,28.799,204.42,1474.55,3182.18
2012-09-10,1860,154.91,1929.1,201.5,28.751,204.18,1476.04,3172.42
2012-09-11,1868.9,153.81,1929,203.11,28.756,204.29,1476.29,3168.67
2012-09-12,1845,152.65,1945,203.5,29.28,205.49,1478.46,3180.76
2012-09-13,1845,152.7,1938,203.05,29.683,206.3,1491.05,3175.65
2012-09-14,1940,156.22,2011.2,212.18,31.38,210.33,1532.82,3307.89
2012-09-17,1934,156.01,2033.6,212,31.01,210.83,1524.82,3305.39
2012-09-18,1929.7,155.73,1990,209.32,30.344,210.89,1513.82,3264.34
2012-09-19,1899.9,152.6,1962.5,208.94,29.698,209.39,1500.72,3208.25
2012-09-20,1921,151.8,1961.8,213.33,29.37,208.25,1499.53,3221.21
2012-09-21,1918.2,153.31,1943.5,211.9,28.608,210.05,1494.9,3209.36
2012-09-24,1949.9,150.3,1943.5,209.89,28.64,206.5,1492.22,3191.8
2012-09-25,1910,150.03,1940.2,208.41,28.655,203.46,1476.15,3173.27
2012-09-26,1885.3,148.42,1914.5,204,27.64,196.61,1448.35,3101.9
2012-09-27,1890,151.05,1912.7,207.93,27.934,200.13,1460.09,3130.87
2012-09-28,1880,152.67,1922.3,210.92,28.163,201.32,1459.01,3144.65
2012-10-01,1924.3,154.5,1953.6,213.49,29.07,207.76,1487.77,3225.82
2012-10-02,1915.3,154.57,1961.5,211.11,28.98,207.83,1483.03,3222.03
2012-10-03,1936,154.62,1955,209.74,28.749,203.13,1471.61,3199.05
2012-10-04,1893,154.37,1916.8,207.98,28.43,199.99,1462.02,3155.85
2012-10-05,1877.8,154.91,1935.2,212.06,28.762,204.78,1475.6,3201.67
2012-10-08,1888.2,155.1,1933.6,211.7,28.989,202.02,1474.69,3196.87
2012-10-09,1889.7,154.43,1947.7,212.33,28.959,203,1470.98,3196.12
2012-10-10,1855,154.75,1937,210.48,28.708,202.5,1457.7,3172.35
2012-10-11,1849.9,155.09,1941.2,210.8,28.7,200.8,1462.3,3168.71
2012-10-12,1812,154.5,1923,208.39,28.3,198,1447.11,3131.57
2012-10-15,1833.4,156.29,1926.1,208.16,28.293,200.5,1445.25,3136.98
2012-10-16,1823,156.25,1953,210.02,28.457,202.29,1456.79,3160.13
2012-10-17,1844,158.7,1980.6,213.31,28.8,207.99,1474.12,3216.83
2012-10-18,1817,158.5,1988,219.3,28.778,208.3,1474.36,3230.76
2012-10-19,1810,156.12,1970.2,214.07,28.465,203.88,1457.05,3185.9
2012-10-22,1800,156.3,1985.9,219.6,28.674,207.01,1472.43,3222.56
2012-10-23,1786,153.75,1940.7,225.85,28.103,203.81,1455.91,3186.81
2012-10-24,1784.9,155.01,1919.6,234.06,28.012,201.02,1449.97,3188.67
2012-10-25,1809.9,154.2,1921.8,231.56,27.79,202,1446.2,3178.58
2012-10-26,1790,154.5,1880.3,231.32,27.638,199.79,1434.62,3150.81
2012-10-29,1781.6,155.01,1902.9,230.32,27.352,201.6,1430.51,3148.75
2012-10-30,1770,155.42,1899,232.09,27.051,197.66,1421.17,3121.83
2012-10-31,1780,153,1904,232.7,27.23,197.48,1423.46,3132.25
2012-11-01,1832,155.77,1922,246.47,27.725,196.13,1434.48,3143.1
2012-11-02,1840,156.74,1944,249.29,27.951,195.39,1438.41,3174.39
2012-11-06,1835,155.5,1954,246.52,28.265,198,1449.04,3190.03
2012-11-07,1802,151.41,1923,245.01,27.498,195.71,1420.45,3145.67
2012-11-08,1817.8,153.21,1936.4,240.78,27.341,195.44,1404.16,3130.17
2012-11-09,1806.9,147.13,1918.7,241.05,26.89,195.05,1404.25,3123.93
2012-11-12,1807,148.65,1919,244.35,26.829,196.3,1408.51,3133.54
2012-11-13,1814.6,146.71,1856.8,242.85,25.956,193.39,1377.16,3066.43
2012-11-14,1803.9,142.56,1863,246.63,25.4,193.8,1372.6,3064.66
2012-11-15,1805,142.6,1895.2,247.02,25.574,192.63,1383.85,3082.58
2012-11-16,1785.6,143.75,1885.5,248.2,25.661,192.98,1385.5,3090.26
2012-11-19,1795,144,1901.3,251.5,25.902,194.26,1399.15,3128.68
2012-11-20,1787.7,141.04,1910,250.3,25.865,193.75,1394.95,3126.71
2012-11-21,1799.8,143.1,1915.4,249.27,26.102,198.06,1404.31,3150.07
2012-11-22,1794.4,142.03,1913.3,243.03,26.17,196.92,1404.96,3127.93
2012-11-23,1790,141.36,1923.7,241.3,26.35,201.47,1417.17,3139.49
2012-11-26,1770,139.53,1923.2,239.99,25.897,200.98,1404.86,3119.14
2012-11-27,1735,140.51,1912.5,239.66,25.571,201.8,1395.19,3103.17
2012-11-28,1716,138.32,1890,239.82,25.529,199,1382.98,3081.58
2012-11-29,1730,139,1897.1,244.01,25.68,198.76,1389.59,3105.06
2012-11-30,1740,140.71,1939.4,243.88,26.079,195.04,1405.19,3133.21
2012-12-03,1750,142.12,1955.7,243.86,26.719,201,1417.35,3177.05
2012-12-04,1710,142.01,1938,241.23,26.728,201.47,1412.67,3156.63
2012-12-05,1740,142.76,1973.1,248.1,26.81,204.99,1438.64,3206.9
2012-12-06,1734.5,142.85,1979.9,248.51,26.67,205.77,1438.45,3206.27
2012-12-07,1745,142.59,1993.7,250.98,26.967,204.5,1441.47,3216.69
2012-12-10,1727,141.82,1982.7,250.43,26.902,208.53,1448.52,3224.48
2012-12-11,1749,142.15,1998.9,248.35,27.298,209.01,1450.09,3230.49
2012-12-12,1730.6,146.45,2014.4,251.67,27.534,214,1471.8,3264.52
2012-12-13,1730,147.69,1995,253.87,27.4,217.44,1460.52,3266.05
2012-12-14,1749.9,148.61,2003.6,258.88,27.428,214.17,1465.77,3277.53
2012-12-17,1844.5,147.94,2013.2,261.39,27.154,212.3,1472.49,3282.3
2012-12-18,1801.4,147.25,2007.6,263.2,27.4,216.5,1483.77,3295.07
2012-12-19,1800,145.51,2007.4,262.29,27.48,217.4,1477.69,3294.67
2012-12-20,1817,146.5,2039.9,261.99,27.293,218.5,1489.97,3314.13
2012-12-21,1803.9,143.43,2025,262.31,27.027,218,1479.5,3295.91
2012-12-24,1780,143.05,2007,265.25,26.975,216.11,1472.62,3295.32
2012-12-25,1784,142.66,2017,265.35,26.803,216.09,1473.87,3295.24
2012-12-26,1795,143.62,2015.6,268.76,26.901,217.3,1477.44,3317
2012-12-27,1782.5,142.2,2011,268.79,26.925,216.93,1473.92,3310.58
2012-12-28,1760.1,142.5,2000.2,270.01,26.8,218,1477.87,3306.49
2013-01-08,1879,143.78,2024.6,268.98,28.091,221.59,1511.86,3366.66
2013-01-09,1866,143.1,2026.7,268.99,28.209,220.97,1516.09,3365.13
2013-01-10,1829.8,142.49,2008.5,266.65,27.96,218.7,1504.58,3327.73
2013-01-11,1795,143.6,2006.1,265.28,27.97,217.91,1510.62,3322.13
2013-01-14,1803,143.89,2020,267,28.37,220.51,1527.11,3352.62
2013-01-15,1820,142.88,2006,264.1,28.031,217.31,1516.92,3323.06
2013-01-16,1820,142.59,2007.6,261.56,28.13,216.86,1516.67,3304.06
2013-01-17,1850,142.83,2012.7,258.75,28.415,218.6,1525.51,3319.29
2013-01-18,1860,142.85,2017,262.44,28.703,220.35,1538.56,3352.2
2013-01-21,1855,143.08,2003,262.67,28.72,220.48,1538.9,3346.41
2013-01-22,1838.1,142.81,1983.1,264.91,28.602,220.69,1527.68,3332.28
2013-01-23,1874.6,144.2,1986,265.21,28.683,220.4,1534.8,3351.16
2013-01-24,1850,143.5,1999.3,268.49,28.768,220.35,1532.31,3352.19
2013-01-25,1865,145.39,2018.8,272.62,29.492,221.94,1544.16,3386.16
2013-01-28,1890.9,145.2,2020,275.43,31.291,225.22,1563.14,3439.53
2013-01-29,1899.5,144.5,1995.5,270.89,30.854,223.79,1553.19,3406.85
2013-01-30,1852,145.27,1998.2,267.29,31.2,220.11,1542.57,3392.69
2013-01-31,1910,146.51,2020.1,267.15,31.514,221.99,1547.18,3396.21
2013-02-01,1964.9,146.1,2014.5,262.01,31.387,221.5,1549.28,3393.89
2013-02-04,1994,145,2007.2,258.09,30.469,217.8,1533.2,3363.07
2013-02-05,2020,144.25,2016.1,258.49,30.8,218.99,1541.39,3374.34
2013-02-06,2035,144.89,2004.7,256.51,30.441,218.5,1529.01,3356.59
2013-02-07,2015,143.58,2000.4,255.82,30.48,218.04,1522.72,3348.39
2013-02-08,1997.5,143.17,1991.2,255.61,30.12,218.65,1520.36,3326.13
2013-02-11,1995,143.15,1994.3,257.05,29.705,218.7,1515.22,3319.54
2013-02-12,1995,142.11,1990.1,253.82,29.85,216.65,1515.49,3293.37
2013-02-13,2046,143.58,2010.2,263.89,30.739,218.72,1536.57,3363.44
2013-02-14,1995,143.72,2005,258.98,30.518,216.91,1518.91,3318.96
2013-02-15,1990.4,144,1999.6,255.07,30.396,216.51,1507.42,3310.98
2013-02-18,1999.7,143.54,1990.8,253.5,30.139,214.85,1510.71,3311.53
2013-02-19,1980.2,142.99,1984,255.5,30.354,216.8,1522.04,3323.51
2013-02-20,1975,143.73,1980,251.89,30.195,212.55,1509.28,3289.65
2013-02-21,1955,141.65,1974.2,251.05,29.605,212.5,1493.14,3258.16
2013-02-22,2013.4,142,1980,252.06,29.089,213.24,1497.86,3271.87
2013-02-25,2019.5,142.69,1988.1,251.05,29.329,211.26,1501.43,3288.47
2013-02-26,1970,142,1970,248.26,28.767,206.15,1487.94,3254.01
2013-02-27,2030,140.77,1980,247.52,28.775,204.99,1488.92,3260.95
2013-02-28,2080,137.77,1963,244.01,28.692,200.3,1487.46,3239.74
2013-03-01,2011.9,136.5,1958.6,241.88,28.584,201.84,1476.99,3207.11
2013-03-04,2006,135.3,1965.5,241.55,28.227,204.47,1466.13,3183.52
2013-03-05,2005,137.5,1974.5,244.86,29.127,205.46,1486.42,3231.96
2013-03-06,2005,138.99,1992,247.61,28.987,210.42,1493.39,3254.37
2013-03-07,2010,139.5,2010,248.31,29.136,211.27,1492.75,3254.42
2013-03-11,2055,140.85,2015.7,248.34,29.665,215.71,1505.93,3282.17
2013-03-12,2055,140.46,2014.9,248.46,29.929,215.5,1499.74,3282.93
2013-03-13,2120,140.69,2003,246.63,29.38,213.03,1495.88,3277.89
2013-03-14,2100,140.35,1996.1,244.32,29.172,210.54,1502.52,3278.69
2013-03-15,2075,140.26,1994,242.54,28.886,209.3,1496.57,3275.32
2013-03-18,1990,137.9,1962.5,238.58,28.19,201,1462.56,3213.03
2013-03-19,1975.4,135.15,1939.2,236.4,27.76,199.7,1445.34,3180.23
2013-03-20,1975,136.31,1948.6,237.85,27.754,199.71,1458.79,3194.79
2013-03-21,1965,136.79,1940,242.24,27.886,202,1458.52,3207.46
2013-03-22,1920,136.17,1943,237.59,27.252,199.49,1440.99,3156.27
2013-03-25,1925,134.7,1923,241.59,26.809,197.17,1428.08,3141.3
2013-03-26,1924.9,131.7,1938,237.76,26.904,196.8,1420.02,3126.74
2013-03-27,1930,130.61,1969.5,238.61,27.616,200.98,1424.55,3157.76
2013-03-28,1914.9,130.7,1996.9,237.15,27.78,205.39,1436.62,3164.26
2013-03-29,1919.8,131.65,1998.5,238.66,27.818,206.94,1440.02,3178.59
2013-04-01,1935,131,1975,236.5,27.919,207.26,1427.71,3170.63
2013-04-02,1910.1,131,1990.5,236.5,28.35,203.7,1428.68,3165.71
2013-04-03,1926.2,132.18,1973.9,235.13,29.56,204.99,1420.96,3178.38
2013-04-04,1928.5,131.6,1967.6,236.96,29.635,203.75,1427.97,3174.14
2013-04-05,1920,130.13,1935.6,230.87,29.849,199.9,1417.66,3149.37
2013-04-08,1919.4,130.7,1920.1,225.97,29.65,196.02,1411.29,3117.03
2013-04-09,1950,131.5,1961.1,224.87,29.75,198.35,1425.72,3146.79
2013-04-10,1960,131.95,1948.8,225.95,29.944,194.99,1426.94,3135.9
2013-04-11,1969.7,130.19,1927.3,222,28.882,190.81,1401.46,3081.07
2013-04-12,1955,127.63,1929.4,223.41,28.199,190.2,1386.56,3068.7
2013-04-15,1905,128.7,1898.8,221.8,27.5,185.5,1354.35,3020.32
2013-04-16,1894.5,130.77,1901,219.84,27.229,182.3,1354.44,2995.24
2013-04-17,1840,131.8,1902,214.84,26.468,179.77,1339.4,2956.07
2013-04-18,1889.7,134.39,1892.8,213.5,26.99,177,1336.19,2954.12
2013-04-19,1922.4,133.9,1882,214.99,27.68,176.29,1339.67,2961.75
2013-04-22,1920,134.5,1868.7,217.29,26.673,179.5,1336.8,2944.52
2013-04-23,1966,134.2,1898.1,215.3,26.019,176.41,1339.04,2932.54
2013-04-24,2012,129.76,1964.1,219.7,26.745,190.78,1377.95,3034.76
2013-04-25,2000,129,1959,216.84,27.851,195.71,1372.35,3029.33
2013-04-26,1995,125.65,1950,214.8,28.148,196.96,1373.2,3023.89
2013-04-29,1976,122.73,1932,213.95,27.913,193.55,1363.1,2999.08
2013-04-30,1971.1,126,1972.5,214.38,26.75,199.23,1386.69,3012.77
2013-05-02,1845,127.99,1973.6,215,25.68,193.76,1382.13,2962.11
2013-05-03,1840,129.5,2006,219.89,26.646,200.99,1409.38,3038.81
2013-05-06,1879.5,129.35,2013.4,220.5,26.826,205.75,1413.96,3063.58
2013-05-07,1891,130.2,2036.8,218.73,26.9,204.98,1431.92,3091.74
2013-05-08,1880,130.2,2037,221.64,26.848,206.5,1432.74,3107.41
2013-05-10,1880,130.72,2039.7,222.82,26.398,210.45,1426.84,3108.9
2013-05-13,1890,129.5,2049.4,223.07,26.035,208,1411.21,3089.82
2013-05-14,1903,127.98,2024,223.71,25.565,201.99,1405.77,3052.51
2013-05-15,1901,128.51,2020.2,221.44,25.932,199.77,1393.54,3016.8
2013-05-16,1919,127,1998.3,218.3,25.76,190.25,1373.94,2972.89
2013-05-17,2010,128.1,2025.3,219.52,26.401,201.85,1404.02,3048.54
2013-05-20,2053,128.12,2025.1,219.3,26.125,200.02,1406.96,3050.15
2013-05-21,2069.7,128,2041.9,220.5,26.268,206.4,1423.55,3085.69
2013-05-22,2194.9,128.69,2080,224.3,26.52,210.54,1444.23,3149.65
2013-05-23,2049,126.84,2031.5,214.38,25.49,203.6,1399.44,3043.9
2013-05-24,2028.1,125.45,2009,212.59,25.202,199.12,1382.24,3018.48
2013-05-27,2025,125.6,1993,211.37,25.31,198.45,1378.64,3011.09
2013-05-28,2050,125.65,2012.3,213.72,25.589,201.23,1393.83,3050.25
2013-05-29,2040,123.16,1940.2,212.4,25.016,190.87,1362.72,2977.3
2013-05-30,2001,121.7,1919.4,215.38,24.791,188.3,1361.19,2982.87
2013-05-31,2001,121.64,1878,211.5,24.3,180.42,1343.99,2944.58
2013-06-03,1995,120.03,1883.3,210.2,24.036,177.42,1338.33,2916.11
2013-06-04,1965.1,121.74,1878.4,210.61,24.21,182.73,1341.64,2926.39
2013-06-05,1951.1,120.22,1880.1,208.9,23.748,175.95,1326.57,2895.1
2013-06-06,1935,119.13,1868,208.55,23.6,170.25,1320.95,2877.25
2013-06-07,1999.5,123.15,1918,215.22,24.551,182.21,1345.48,2956.53
2013-06-10,1965.1,123.87,1890,216.77,25,179.5,1337.79,2954.62
2013-06-11,1920,119.79,1860,208.5,24.46,171.52,1302.94,2877.17
2013-06-13,1910,112.78,1842.5,208.8,24.24,168.4,1287.51,2841.58
2013-06-14,1903,112.54,1859,210.87,24.205,173.97,1300.8,2881.91
2013-06-17,1939.9,112.61,1883.7,215.65,24.712,185,1323.48,2959.48
2013-06-18,1949.4,114.12,1891.5,218.2,24.809,187,1334.93,2979.44
2013-06-19,1958.4,112.19,1878.5,219.37,24.88,186.5,1323.96,2960.53
2013-06-20,1954,113,1865.1,220.53,24.55,182.71,1296.38,2936.11
2013-06-21,1981,114.98,1798.3,222.75,24.543,181.4,1299.11,2952.89
2013-06-24,1983.8,115,1787.9,227,24.696,184.18,1292.37,2959.08
2013-06-25,1949.9,116,1815.4,231.26,24.901,186.6,1302.13,2972.83
2013-06-26,1900.2,117.62,1866.7,228.5,25.703,188.39,1321.87,2996.87
2013-06-27,1906.8,117.19,1857.9,222.87,25.6,187.41,1313.49,2972.89
2013-06-28,1834,117.5,1890.4,227.8,25.923,196.45,1331.24,3022.03
2013-07-01,1851,118.25,1913.1,229.38,25.661,197.46,1335.75,3034.96
2013-07-02,1910,118.59,1914.8,227.89,25.7,202,1337.26,3069.48
2013-07-03,1900,118.15,1927.6,229.67,25.582,197.04,1336.23,3059.93
2013-07-04,1912.3,118.1,1929.8,230.03,25.589,196.28,1349.64,3077.99
2013-07-05,1897,117.88,1914.8,228.96,25.209,194.82,1344.98,3071.19
2013-07-08,1926.9,117.94,1920.9,233.29,25.5,194.48,1350.91,3091.12
2013-07-09,1945.1,116.44,1913.1,232.66,25.7,192.65,1346.17,3091.78
2013-07-10,1934,115.88,1894.7,233.89,25.606,190.64,1334.17,3075.25
2013-07-11,1970,117.32,1954.5,239.7,26.459,198.15,1367.07,3151.48
2013-07-12,2015,118.74,1989.2,247.09,26.82,204.2,1393.98,3227.06
2013-07-15,2031,118.47,1994,247.63,26.914,207,1401.68,3246.93
2013-07-16,2017,118.19,1995,245.98,27.28,205.61,1407.15,3264.71
2013-07-17,2000,127.83,1992,248.72,27.305,211,1431.54,3312.37
2013-07-18,2000,124.57,2003,244.97,26.647,210.75,1417.21,3272.85
2013-07-19,1993.9,124.3,2019.6,243.45,26.225,211.52,1424.22,3262.05
2013-07-22,2000,125.53,2002.5,243.25,26.501,210,1416.61,3248.15
2013-07-23,1964.9,125,2016.6,243.73,26.85,211.2,1418.5,3251.65
2013-07-24,1970,121.87,2005.3,242.65,26.643,206.08,1407.95,3227.95
2013-07-25,1999,118.8,1994.1,240.82,26.654,207,1401.62,3226.24
2013-07-26,1992.1,118.61,1987,240.87,26.84,203.81,1403.31,3227.37
2013-07-29,1986,120.19,1975.8,239.1,27.111,202.97,1401.71,3229.32
2013-07-30,1990,118.18,1974.9,236.1,26.438,203.74,1387.98,3216.77
2013-07-31,2000,117.8,1950,234.5,26.134,202.56,1377.6,3190.08
2013-08-01,1999.6,120.4,1966.2,238.18,26.68,206.68,1398.27,3232.74
2013-08-02,1999,119.37,1957.1,237.6,26.156,205.68,1393.22,3214.48
2013-08-05,1969.9,117.97,1958.9,238.91,25.75,208.65,1391.18,3216.39
2013-08-06,1950,117,1901,233.9,25.3,200.1,1366.08,3140.74
2013-08-07,1938,117.52,1906.8,231.94,25.255,200.5,1362.47,3134.03
2013-08-08,1969.8,118.14,1903.6,228.88,25.053,206.01,1362.96,3131.53
2013-08-09,1939,120.77,1922,233.25,25.484,206.64,1382.72,3170.46
2013-08-12,1939.1,121.4,1921.9,234.96,25.466,206.73,1387.68,3183.98
2013-08-13,1927,125.23,1950,237,25.75,210.44,1407,3227.99
2013-08-14,1949.9,126.85,1980,237.88,26.264,213.01,1423.84,3271.64
2013-08-15,1931.1,124.87,1944.1,232.82,25.933,204.14,1392.41,3210.54
2013-08-16,1939,124.43,1917.5,230.76,25.589,202.93,1382.4,3186.92
2013-08-19,1920,124,1907.8,230.26,25.395,207.32,1383.01,3181.13
2013-08-20,1939.8,124.63,1906,227.5,25.567,207.72,1379.11,3190.55
2013-08-21,1926,125.1,1907.9,229.1,25.665,208.3,1379.02,3205.91
2013-08-22,1940,128.61,1944.9,234.39,26,209.56,1396.53,3250.83
2013-08-23,1920.1,132.24,1946,234.99,25.959,209.71,1395.1,3240.88
2013-08-26,1899,129.56,1945.5,235.2,25.799,209,1386.63,3237.97
2013-08-27,1914.8,131.6,1948.4,234.27,25.714,205.24,1372.02,3222.99
2013-08-28,1920,132.24,1959.1,238.88,25.92,202.54,1369.98,3231.8
2013-08-29,1920,133.99,1950,243.11,25.99,205.19,1372.71,3243.37
2013-08-30,1906,135.57,1924.5,246.33,26.072,208.74,1364.54,3248.69
2013-09-02,1906,137.44,1945.1,244.22,26.365,207.5,1368.52,3249.11
2013-09-03,1920,137.47,1942.5,245.39,26.598,207.32,1371.99,3268.29
