"time","BANE.CLOSE","SIBN.CLOSE","LKOH.CLOSE","ROSN.CLOSE","SNGS.CLOSE","TATN.CLOSE","IMOEX.CLOSE","MOEXOG.CLOSE"
2012-03-06,1835,156.59,1843.9,219.76,29.6,186.63,1551.29,3280.77
2012-03-07,1839.8,159,1850,222,29.55,188.66,1571.65,3306.5
2012-03-11,1830,162.1,1883.1,224.3,30.953,194.71,1604.42,3383.47
2012-03-12,1870,158.12,1895.9,221.8,31.181,195.35,1603.74,3386.01
2012-03-13,1861,157.6,1915.4,222.14,31.8,199.38,1619.9,3415.47
2012-03-14,1851.2,156.31,1921.8,223.08,32.895,200.99,1624.48,3454.62
2012-03-15,1822.1,155.71,1924.9,223.85,33.34,199.5,1622.23,3447.78
2012-03-16,1760,151.19,1898.2,219.31,32.699,203,1616.45,3427.71
2012-03-19,1759.6,157.41,1862.1,213.7,31.402,197.5,1588.58,3345.44
2012-03-20,1730,156.46,1848.9,210.8,30.243,192.98,1559.01,3271.61
2012-03-21,1720,155,1842.2,209.5,30.099,191.18,1554.04,3268.33
2012-03-22,1719,152.19,1820.1,209.25,29.62,191.28,1530.2,3227.76
2012-03-23,1720,151.8,1834.7,210.55,29.8,193.9,1544.54,3254.92
2012-03-26,1725,154.31,1850,212.5,31,198.82,1567.26,3306.82
2012-03-27,1720,155.91,1846.5,210.85,30.856,198.3,1555.53,3292.61
2012-03-28,1695,154.1,1803,206.53,29.36,193.3,1516.11,3211.16
2012-03-29,1655,151,1778.6,204.4,28.432,191.94,1504.38,3166.76
2012-03-30,1700,155.78,1781.4,210.19,28.8,196.33,1518.29,3231.18
2012-04-02,1700,155.72,1775,210.65,28.902,197.3,1526.97,3235
2012-04-03,1715,157.25,1820.4,211.89,29.8,199.95,1544.9,3289.91
2012-04-04,1724.3,155.11,1783.2,209.35,28.788,195.66,1514.76,3216.16
2012-04-05,1691,156.13,1801.4,211.4,28.958,194.34,1524.94,3230.6
2012-04-06,1700,153.81,1771,207.8,28.219,190.03,1499.05,3175.93
2012-04-09,1695,157.86,1790,209.52,28.375,193.98,1509.11,3207.18
2012-04-10,1685,153.28,1785,207.92,28.35,188.46,1486.22,3170.61
2012-04-11,1676,155.48,1814.1,208.65,28.9,185.07,1507.53,3186.69
2012-04-12,1652,155.99,1812,208.7,28.806,183.4,1502.97,3182.06
2012-04-13,1685,154.19,1811,210.6,28.67,182.54,1504.84,3201.86
2012-04-16,1700,156,1785.1,210.72,28.019,182.5,1478.52,3162.85
2012-04-17,1680.6,155.35,1777.7,211.44,28.026,180,1478.64,3149.45
2012-04-18,1685,155.49,1775.8,211.1,28.05,177.71,1469.75,3143.19
2012-04-19,1682.5,156.18,1799,215,28.93,184.47,1488.33,3198.53
2012-04-20,1700,157.7,1812.7,216.51,29.28,184.88,1503.61,3213.12
2012-04-23,1690,154.7,1775,209.78,28.383,179.19,1467.43,3130.18
2012-04-24,1618.9,155,1768.5,208.39,28.14,179.8,1457.52,3105.54
2012-04-25,1630,146.2,1766,207.8,28.38,176.5,1462.08,3095.24
