<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TATN,D,10/07/19,00:00:00,754.0000000,755.2000000,745.2000000,748.0000000,874500
TATN,D,11/07/19,00:00:00,750.0000000,750.2000000,733.3000000,741.3000000,1125760
TATN,D,12/07/19,00:00:00,740.1000000,741.2000000,725.2000000,726.9000000,996740
TATN,D,15/07/19,00:00:00,728.1000000,731.9000000,717.5000000,717.5000000,790160
TATN,D,16/07/19,00:00:00,717.0000000,731.6000000,716.1000000,730.0000000,1800250
TATN,D,17/07/19,00:00:00,728.0000000,749.3000000,727.9000000,741.0000000,2851140
TATN,D,18/07/19,00:00:00,739.8000000,742.6000000,730.5000000,738.0000000,1720400
TATN,D,19/07/19,00:00:00,736.6000000,752.0000000,736.4000000,744.0000000,1680220
TATN,D,22/07/19,00:00:00,744.4000000,747.9000000,733.6000000,733.6000000,1005160
TATN,D,23/07/19,00:00:00,735.2000000,747.9000000,733.8000000,747.9000000,1799450
TATN,D,24/07/19,00:00:00,749.1000000,751.1000000,737.2000000,741.3000000,1628640
TATN,D,25/07/19,00:00:00,743.0000000,746.6000000,734.0000000,740.5000000,2183870
TATN,D,26/07/19,00:00:00,738.9000000,741.4000000,732.9000000,734.6000000,1532110
TATN,D,29/07/19,00:00:00,735.5000000,743.4000000,735.0000000,738.1000000,1235420
TATN,D,30/07/19,00:00:00,737.7000000,742.0000000,728.0000000,737.5000000,1389980
TATN,D,31/07/19,00:00:00,736.8000000,743.2000000,730.3000000,743.2000000,2553980
TATN,D,01/08/19,00:00:00,738.6000000,758.8000000,738.2000000,755.0000000,2536230
TATN,D,02/08/19,00:00:00,750.0000000,755.8000000,731.2000000,732.2000000,2248200
TATN,D,05/08/19,00:00:00,730.9000000,732.5000000,716.4000000,716.4000000,1697180
TATN,D,06/08/19,00:00:00,723.5000000,746.7000000,720.6000000,740.0000000,3475260
TATN,D,07/08/19,00:00:00,738.0000000,741.7000000,727.7000000,727.8000000,1515460
TATN,D,08/08/19,00:00:00,734.4000000,740.9000000,733.4000000,738.7000000,1290880
TATN,D,09/08/19,00:00:00,737.4000000,741.0000000,735.9000000,737.3000000,1009960
TATN,D,12/08/19,00:00:00,740.1000000,744.3000000,734.7000000,738.6000000,693090
TATN,D,13/08/19,00:00:00,736.0000000,739.7000000,721.1000000,729.0000000,2224870
TATN,D,14/08/19,00:00:00,729.3000000,732.3000000,706.0000000,709.4000000,1511140
TATN,D,15/08/19,00:00:00,711.8000000,717.8000000,702.5000000,702.5000000,1732300
TATN,D,16/08/19,00:00:00,705.7000000,713.8000000,702.2000000,705.0000000,1638020
TATN,D,19/08/19,00:00:00,709.6000000,717.5000000,706.1000000,712.8000000,1191590
TATN,D,20/08/19,00:00:00,716.2000000,724.0000000,714.5000000,721.1000000,1009560
TATN,D,21/08/19,00:00:00,722.9000000,726.0000000,717.1000000,718.6000000,1403650
TATN,D,22/08/19,00:00:00,718.2000000,722.3000000,715.6000000,717.6000000,1518320
TATN,D,23/08/19,00:00:00,718.0000000,721.5000000,715.1000000,718.1000000,1459770
TATN,D,26/08/19,00:00:00,715.0000000,725.3000000,711.0000000,716.9000000,1140750
TATN,D,27/08/19,00:00:00,719.1000000,720.0000000,704.1000000,720.0000000,6686310
TATN,D,28/08/19,00:00:00,721.0000000,724.2000000,716.0000000,717.9000000,2560450
TATN,D,29/08/19,00:00:00,717.9000000,724.6000000,716.9000000,723.6000000,1284920
TATN,D,30/08/19,00:00:00,723.9000000,743.1000000,723.1000000,743.1000000,2718610
