"","2.5%.x.x","Mean.x.x","97.5%.x.x","days_to_event","2.5%.y.x","Mean.y.x","97.5%.y.x","2.5%.x.x.x","Mean.x.x.x","97.5%.x.x.x","2.5%.x.y","Mean.x.y","97.5%.x.y","2.5%.y.y","Mean.y.y","97.5%.y.y","2.5%.y.y.y","Mean.y.y.y","97.5%.y.y.y","2.5%.x.x.x.x","Mean.x.x.x.x","97.5%.x.x.x.x","2.5%.y.x.x","Mean.y.x.x","97.5%.y.x.x","2.5%.x.x.x.x.x","Mean.x.x.x.x.x","97.5%.x.x.x.x.x","2.5%.x.y.y","Mean.x.y.y","97.5%.x.y.y","2.5%.y.y.y.y","Mean.y.y.y.y","97.5%.y.y.y.y","2.5%.y.y.y.y.y","Mean.y.y.y.y.y","97.5%.y.y.y.y.y"
"11",NA,NA,NA,"4",-0.0150342162309334,0.00309803904892295,0.0188585714546603,-0.0229920605773197,-0.00351592810560049,0.0196364962708819,NA,NA,NA,0.0067088645250138,0.0233545538976232,0.0400002432702326,0.00318925257568225,0.0130330302579416,0.022876807940201,NA,NA,NA,-0.0258614184136779,0.00647696024406233,0.0393882593394536,-0.00444461199529811,0.0451037238945194,0.125143536454613,NA,NA,NA,-0.041424555428885,-0.00739050859415155,0.0120674526953648,-0.0455090408786798,-0.0281662907485933,-0.00264829056744481
"12",NA,NA,NA,"5",-0.0132171930010068,0.00500970362987579,0.0207292390078998,-0.0220902866858275,-0.00161545230081974,0.0213639587198976,NA,NA,NA,0.00653288517844131,0.0123186137922417,0.0181043424060421,0.000979182787664217,0.00200217878013423,0.00302517477260425,NA,NA,NA,-0.0292224975415786,0.0142457405089469,0.0640210285560716,-0.00475083842182846,0.0529050360793272,0.15165894668588,NA,NA,NA,-0.0415312041109911,-0.00685137293854469,0.0120552181822873,-0.0456204811701109,-0.0276518945517352,-0.000959319919783555
"13",NA,NA,NA,"6",-0.00921821334043518,0.00765177066113145,0.0237985204371291,-0.0192197671446734,0.00102038898043981,0.0233434848466994,NA,NA,NA,0.00213145976097592,0.0167936508186308,0.0314558418762856,-0.00138025260856151,0.00646127691270718,0.0143028064339759,NA,NA,NA,-0.0251361385886063,0.0123052617216707,0.0520188443935683,-0.00335152962519166,0.0509605277262062,0.141083644562913,NA,NA,NA,-0.0204822331183798,-0.00254937254385957,0.00702523059685797,-0.0414303059018946,-0.0233702755461769,-0.00409910789544934
"14",NA,NA,NA,"7",-0.0171575422240499,0.00632017843864192,0.0262125085137982,-0.0231819793185415,-0.000332701983097605,0.0264899645530491,NA,NA,NA,-0.0150760469336016,0.00578190280937611,0.0266398525523538,-0.0185812469867846,-0.00456236497891564,0.00945651702895328,NA,NA,NA,-0.0253409858771408,0.0150164266112527,0.0643364056383185,-0.00771209566003721,0.0536732455816376,0.158154758590442,NA,NA,NA,-0.0147703481944057,8.44912715765138e-06,0.00799056503858159,-0.0404853588416845,-0.0208404857036181,-0.00316280630300807
"15",NA,NA,NA,"-14",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"16",NA,NA,NA,"-13",NA,NA,NA,-0.00594924415610175,-0.00132381478821169,0.00275336508633926,NA,NA,NA,NA,NA,NA,-0.0160538141538922,-0.00810995259924729,-0.000166091044602424,NA,NA,NA,NA,NA,NA,-0.012409563983855,-0.00749369401347866,-0.00266022324547161,NA,NA,NA,NA,NA,NA,-0.00254409045206674,-0.00214678084554151,-0.00182025480430626
"17",NA,NA,NA,"-12",NA,NA,NA,-0.00667889739557298,-2.70098433808082e-05,0.00614972767683784,NA,NA,NA,NA,NA,NA,-0.00719617884343766,-0.00376418046632126,-0.000332182089204849,NA,NA,NA,NA,NA,NA,-0.0105919104709149,-0.00609440017861911,-0.00185383563309947,NA,NA,NA,NA,NA,NA,-0.0242119507514647,-0.0138268644950835,-0.00582165216599873
"18",NA,NA,NA,"-11",NA,NA,NA,-0.00740517348422075,-0.00152574328438716,0.00423902961175246,NA,NA,NA,NA,NA,NA,-0.00753697458651488,0.00131661810412053,0.0101702107947559,NA,NA,NA,NA,NA,NA,-0.0109395860473904,-0.00731181376743581,-0.00396760729659996,NA,NA,NA,NA,NA,NA,-0.0328777465813231,-0.0173374477437,-0.00618756699233898
"19",NA,NA,NA,"-10",NA,NA,NA,-0.00787214635651882,-0.00192061870241055,0.00302727340317578,NA,NA,NA,NA,NA,NA,-0.0304247449890739,-0.010209305998698,0.0100061329916779,NA,NA,NA,NA,NA,NA,-0.0134244947397114,-0.00702936085547121,0.00164698128128721,NA,NA,NA,NA,NA,NA,-0.0329120883469791,-0.0175080133715092,-0.00655348181867922
"20",NA,NA,NA,"-9",NA,NA,NA,-0.0126919384639662,-0.00619944390341821,-0.000157599174929551,NA,NA,NA,NA,NA,NA,-0.0156179271023156,-0.00288793595685785,0.00984205518859993,NA,NA,NA,NA,NA,NA,-0.00160208666839115,0.0146515154820878,0.0390946132950936,NA,NA,NA,NA,NA,NA,-0.0329464301126352,-0.0149015045952897,0.00141182656706635
"21",NA,NA,NA,"-8",NA,NA,NA,-0.0149091331360522,-0.00661888457338769,0.000637827020920836,NA,NA,NA,NA,NA,NA,-0.0100175535369693,0.00345031475672194,0.0169181830504132,NA,NA,NA,NA,NA,NA,0.000281305730207111,0.0169696473627921,0.0404013414575606,NA,NA,NA,NA,NA,NA,-0.0384102477666963,-0.0170030080941074,-0.000611855561933601
"22",NA,NA,NA,"-7",NA,NA,NA,-0.0151459816489186,-0.00529804851916383,0.00435858606309271,NA,NA,NA,NA,NA,NA,-0.0169196148980921,-8.27548253784661e-05,0.0167541052473352,NA,NA,NA,NA,NA,NA,0.00117578736232795,0.019140826710482,0.0445107735589329,NA,NA,NA,NA,NA,NA,-0.041514778118505,-0.0202442909069618,-0.00748044890752658
"23",NA,NA,NA,"8",NA,NA,NA,-0.0270072097318074,-0.00368564524832695,0.0216339726546283,NA,NA,NA,NA,NA,NA,-0.0242760557070274,-0.00749281486133825,0.00929042598435086,NA,NA,NA,NA,NA,NA,-0.0162655695076594,0.0480056493524605,0.155081113748712,NA,NA,NA,NA,NA,NA,-0.0481904647356655,-0.0197608663687124,0.00117052544981348
"24",NA,NA,NA,"9",NA,NA,NA,-0.0225693548859051,0.00178450574003968,0.0287903215685303,NA,NA,NA,NA,NA,NA,-0.0445831165165588,-0.0177293907884052,0.00912433493974843,NA,NA,NA,NA,NA,NA,-0.0151270446676215,0.0445968640057107,0.144435380748704,NA,NA,NA,NA,NA,NA,-0.0428003057210474,-0.0107654592979162,0.0228471578112764
"25",NA,NA,NA,"10",NA,NA,NA,-0.0249648527739057,-2.28520350564862e-05,0.0279287804944803,NA,NA,NA,NA,NA,NA,-0.0473862049190163,-0.0192139805119352,0.00895824389514601,NA,NA,NA,NA,NA,NA,-0.0152837739748466,0.0433120321585123,0.143252527352724,NA,NA,NA,NA,NA,NA,-0.0479584108321026,-0.0173324046874744,0.00867034157999733
"26",NA,NA,NA,"11",NA,NA,NA,-0.0280465481292893,-0.00297344342416901,0.0259996625793582,NA,NA,NA,NA,NA,NA,-0.0475502827220943,-0.0127920380103804,0.0219662067013335,NA,NA,NA,NA,NA,NA,-0.0169421174531398,0.0401989452246654,0.14051796273125,NA,NA,NA,NA,NA,NA,-0.0479927525977586,-0.0175029703152835,0.00855890128856622
"27",NA,NA,NA,"12",NA,NA,NA,-0.028322470030434,-0.00268672925962131,0.0280877856421793,NA,NA,NA,NA,NA,NA,-0.0477143605251723,-0.0216533130117642,0.00440773450164387,NA,NA,NA,NA,NA,NA,-0.0180100134588524,0.0422989692855909,0.13732395223887,NA,NA,NA,NA,NA,NA,-0.0480270943634146,-0.01729393313214,0.00844746099713511
"28",NA,NA,NA,"13",NA,NA,NA,-0.0337222716217369,-0.00091993727585813,0.0367436452098492,NA,NA,NA,NA,NA,NA,-0.0534496228743945,-0.0295290955104666,-0.00560856814653873,NA,NA,NA,NA,NA,NA,-0.0119419345097033,0.0524162224633173,0.159714053107294,NA,NA,NA,NA,NA,NA,-0.0500594821066796,-0.00182039448958157,0.0474819979435668
"29",NA,NA,NA,"14",NA,NA,NA,-0.0377134124091324,-0.00582121011314423,0.0343405031874957,NA,NA,NA,NA,NA,NA,-0.034138828288386,-0.0205979359039493,-0.00705704351951256,NA,NA,NA,NA,NA,NA,-0.0067171882254196,0.0623223586788541,0.177870208897528,NA,NA,NA,NA,NA,NA,-0.0540481887110098,0.00300272850998208,0.0639194460673793
"30",NA,NA,NA,"15",NA,NA,NA,-0.040785650798327,-0.000619142488270929,0.051378314556845,NA,NA,NA,NA,NA,NA,-0.0480842294548327,-0.0276536820094738,-0.00722313456411498,NA,NA,NA,NA,NA,NA,-0.00545556800688992,0.0657733679735841,0.183075205696851,NA,NA,NA,NA,NA,NA,-0.051273910240962,0.00945663196352811,0.0843597817006072
