<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
LKOH,D,03/01/12,00:00:00,1712.0000000,1732.0000000,1712.0000000,1731.0000000,1135017
LKOH,D,04/01/12,00:00:00,1730.1000000,1735.0000000,1711.0000000,1722.1000000,658758
LKOH,D,05/01/12,00:00:00,1726.0000000,1734.8000000,1711.5000000,1723.2000000,740779
LKOH,D,06/01/12,00:00:00,1722.8000000,1747.0000000,1719.0000000,1738.4000000,812355
LKOH,D,09/01/12,00:00:00,1735.0000000,1759.5000000,1726.0000000,1754.3000000,646043
LKOH,D,10/01/12,00:00:00,1759.6000000,1797.0000000,1757.5000000,1783.7000000,1799532
LKOH,D,11/01/12,00:00:00,1779.8000000,1793.1000000,1772.6000000,1782.0000000,1335735
LKOH,D,12/01/12,00:00:00,1782.0000000,1792.6000000,1761.1000000,1761.1000000,1252339
LKOH,D,13/01/12,00:00:00,1761.2000000,1771.0000000,1744.5000000,1751.2000000,1702572
LKOH,D,16/01/12,00:00:00,1744.0000000,1772.0000000,1730.6000000,1768.2000000,1073434
LKOH,D,17/01/12,00:00:00,1780.2000000,1802.5000000,1778.0000000,1795.0000000,1725078
LKOH,D,18/01/12,00:00:00,1791.2000000,1815.0000000,1781.3000000,1808.0000000,1519338
LKOH,D,19/01/12,00:00:00,1817.8000000,1824.7000000,1801.0000000,1820.0000000,1470102
LKOH,D,20/01/12,00:00:00,1822.0000000,1824.2000000,1796.3000000,1806.0000000,1248613
LKOH,D,23/01/12,00:00:00,1806.2000000,1815.8000000,1796.9000000,1815.4000000,1363109
LKOH,D,24/01/12,00:00:00,1809.2000000,1811.0000000,1779.0000000,1783.0000000,1881215
LKOH,D,25/01/12,00:00:00,1791.0000000,1792.0000000,1773.0000000,1780.0000000,1730457
LKOH,D,26/01/12,00:00:00,1790.0000000,1793.9000000,1766.4000000,1768.0000000,1963762
LKOH,D,27/01/12,00:00:00,1764.4000000,1775.9000000,1761.3000000,1765.0000000,1231185
LKOH,D,30/01/12,00:00:00,1758.9000000,1779.0000000,1757.0000000,1769.1000000,1336248
LKOH,D,31/01/12,00:00:00,1774.6000000,1787.7000000,1756.5000000,1766.3000000,2196884
LKOH,D,01/02/12,00:00:00,1767.0000000,1794.6000000,1763.2000000,1784.0000000,1764011
LKOH,D,02/02/12,00:00:00,1790.0000000,1799.0000000,1780.1000000,1797.5000000,1803139
LKOH,D,03/02/12,00:00:00,1792.5000000,1815.2000000,1787.0000000,1814.9000000,1267385
LKOH,D,06/02/12,00:00:00,1812.9000000,1819.4000000,1802.5000000,1812.0000000,1150424
LKOH,D,07/02/12,00:00:00,1810.0000000,1816.0000000,1790.5000000,1793.5000000,1059967
LKOH,D,08/02/12,00:00:00,1801.0000000,1823.5000000,1801.0000000,1817.1000000,2232659
LKOH,D,09/02/12,00:00:00,1818.0000000,1830.0000000,1788.4000000,1806.0000000,2090050
LKOH,D,10/02/12,00:00:00,1804.0000000,1813.3000000,1795.2000000,1810.6000000,1688764
LKOH,D,13/02/12,00:00:00,1820.1000000,1849.0000000,1817.8000000,1842.7000000,1503315
LKOH,D,14/02/12,00:00:00,1840.0000000,1866.9000000,1839.9000000,1865.0000000,1480953
LKOH,D,15/02/12,00:00:00,1875.1000000,1887.0000000,1870.3000000,1880.0000000,1664769
LKOH,D,16/02/12,00:00:00,1867.0000000,1879.9000000,1850.9000000,1879.9000000,1717941
LKOH,D,17/02/12,00:00:00,1888.0000000,1888.0000000,1865.0000000,1875.1000000,1546809
LKOH,D,20/02/12,00:00:00,1881.2000000,1894.2000000,1878.3000000,1879.0000000,980062
LKOH,D,21/02/12,00:00:00,1883.6000000,1883.6000000,1834.8000000,1838.0000000,1756897
LKOH,D,22/02/12,00:00:00,1841.2000000,1848.3000000,1775.3000000,1777.2000000,3478662
LKOH,D,24/02/12,00:00:00,1796.0000000,1877.0000000,1795.7000000,1872.1000000,3729790
LKOH,D,27/02/12,00:00:00,1866.0000000,1888.0000000,1854.8000000,1865.9000000,2014886
LKOH,D,28/02/12,00:00:00,1873.4000000,1877.0000000,1828.0000000,1831.0000000,2072607
LKOH,D,29/02/12,00:00:00,1841.8000000,1878.0000000,1836.4000000,1875.1000000,1898078
LKOH,D,01/03/12,00:00:00,1865.7000000,1883.2000000,1845.0000000,1870.5000000,3018206
LKOH,D,02/03/12,00:00:00,1875.5000000,1898.7000000,1859.2000000,1892.0000000,2069063
LKOH,D,05/03/12,00:00:00,1894.9000000,1922.9000000,1890.0000000,1909.0000000,2034275
LKOH,D,06/03/12,00:00:00,1900.9000000,1906.0000000,1841.1000000,1843.9000000,2301478
LKOH,D,07/03/12,00:00:00,1838.2000000,1858.8000000,1825.5000000,1850.0000000,1798281
LKOH,D,11/03/12,00:00:00,1880.0000000,1889.0000000,1862.9000000,1883.1000000,807804
LKOH,D,12/03/12,00:00:00,1873.9000000,1916.4000000,1862.8000000,1895.9000000,2280975
LKOH,D,13/03/12,00:00:00,1901.6000000,1924.5000000,1892.0000000,1915.4000000,1768082
LKOH,D,14/03/12,00:00:00,1934.9000000,1937.0000000,1911.2000000,1921.8000000,2067891
