<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SNGS,D,25/05/15,00:00:00,34.4850000,34.6200000,33.4200000,33.8500000,12005200
SNGS,D,26/05/15,00:00:00,33.8500000,34.2250000,33.3800000,33.5000000,11106700
SNGS,D,27/05/15,00:00:00,33.6500000,33.6500000,32.3200000,32.8000000,27357100
SNGS,D,28/05/15,00:00:00,32.8650000,33.2800000,32.6100000,32.6100000,16312600
SNGS,D,29/05/15,00:00:00,32.7400000,33.1800000,31.0000000,31.0000000,26579800
SNGS,D,01/06/15,00:00:00,31.4600000,32.6300000,31.4150000,31.8850000,21780900
SNGS,D,02/06/15,00:00:00,32.0800000,32.4900000,31.2000000,31.9000000,20616800
SNGS,D,03/06/15,00:00:00,31.9600000,32.1250000,31.0800000,31.5050000,24410300
SNGS,D,04/06/15,00:00:00,31.4550000,32.0500000,31.4150000,31.9650000,18153800
SNGS,D,05/06/15,00:00:00,31.9050000,31.9950000,31.5000000,31.9000000,13240200
SNGS,D,08/06/15,00:00:00,31.9500000,32.1000000,31.3050000,31.3100000,20096400
SNGS,D,09/06/15,00:00:00,31.3850000,31.9350000,31.1800000,31.6000000,12926500
SNGS,D,10/06/15,00:00:00,31.6300000,31.9800000,31.5050000,31.6000000,16562200
SNGS,D,11/06/15,00:00:00,31.6700000,31.7050000,31.2250000,31.7000000,21615600
SNGS,D,15/06/15,00:00:00,31.6100000,32.5000000,31.4150000,32.4800000,37910100
SNGS,D,16/06/15,00:00:00,32.5350000,33.8800000,32.4250000,33.5050000,28682000
SNGS,D,17/06/15,00:00:00,33.6450000,33.9550000,33.2050000,33.3300000,20639500
SNGS,D,18/06/15,00:00:00,33.6000000,33.6000000,33.0150000,33.3000000,13597000
SNGS,D,19/06/15,00:00:00,33.3000000,33.9450000,33.0950000,33.8850000,22398500
SNGS,D,22/06/15,00:00:00,33.9450000,34.8700000,33.7550000,34.7200000,18747000
SNGS,D,23/06/15,00:00:00,34.8000000,34.8500000,33.8600000,33.9000000,14904600
SNGS,D,24/06/15,00:00:00,34.0050000,34.2300000,33.5850000,34.2250000,12861700
SNGS,D,25/06/15,00:00:00,34.1950000,34.1950000,33.4400000,33.4400000,12009100
SNGS,D,26/06/15,00:00:00,33.4900000,33.7750000,33.1000000,33.5000000,18022400
SNGS,D,29/06/15,00:00:00,33.1350000,33.3500000,32.5550000,33.3150000,14185200
SNGS,D,30/06/15,00:00:00,33.2500000,33.3000000,32.5800000,33.1000000,21868000
SNGS,D,01/07/15,00:00:00,33.0000000,33.3650000,32.6500000,32.6500000,13460500
SNGS,D,02/07/15,00:00:00,32.7100000,33.3000000,32.6800000,32.7700000,18065300
SNGS,D,03/07/15,00:00:00,32.8850000,33.0350000,32.5200000,32.6700000,13895000
SNGS,D,06/07/15,00:00:00,32.4050000,32.7500000,32.2700000,32.7500000,13661400
SNGS,D,07/07/15,00:00:00,32.6950000,32.9000000,31.7750000,32.0350000,23894700
SNGS,D,08/07/15,00:00:00,31.9250000,32.2200000,30.6400000,30.7900000,25244700
SNGS,D,09/07/15,00:00:00,31.0000000,31.2850000,30.8900000,31.2250000,18503200
SNGS,D,10/07/15,00:00:00,31.2850000,31.4000000,30.8150000,30.8800000,14938900
SNGS,D,13/07/15,00:00:00,30.9900000,32.3000000,30.7250000,32.3000000,25206500
SNGS,D,14/07/15,00:00:00,32.0950000,32.1600000,30.8900000,31.3050000,34849800
SNGS,D,15/07/15,00:00:00,30.5650000,32.1200000,30.3600000,31.9400000,34471700
SNGS,D,16/07/15,00:00:00,32.2600000,33.2800000,31.8100000,33.2800000,26858200
SNGS,D,17/07/15,00:00:00,33.2050000,33.5800000,32.6600000,32.6600000,21580000
SNGS,D,20/07/15,00:00:00,32.6100000,32.9500000,31.6000000,32.0400000,18619200
SNGS,D,21/07/15,00:00:00,32.0700000,32.6500000,31.7250000,32.6500000,18887300
SNGS,D,22/07/15,00:00:00,32.5500000,32.6000000,31.5600000,31.9250000,19174200
SNGS,D,23/07/15,00:00:00,31.6550000,31.9950000,31.2750000,31.7250000,15624700
